author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_month;commissions;district;street;house_number;underground
Макспол Парк Культуры;real_estate_agent;https://www.cian.ru/rent/flat/313996312/;Москва;rent;flat;1;9;1;32.0;60000;0;Бутырский; Фонвизина;8Б;Улица Милашенкова
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/309833475/;Москва;rent;flat;9;25;1;37.7;60000;0;Останкинский;Олонецкая ;4;Ботанический сад
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/311321047/;Москва;rent;flat;14;25;1;20.0;60000;0;Бабушкинский;Кольская ;8к2;Свиблово
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313484548/;Москва;rent;flat;12;26;1;19.7;60000;0;Нижегородский;Перовское шоссе;2к1;Нижегородская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313120894/;Москва;rent;flat;21;25;1;38.0;60000;0;; Саларьевская;11;Саларьево
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/311745369/;Москва;rent;flat;19;25;2;44.9;60000;0;Крюково;проспект Георгиевский;27к2;Зеленоград — Крюково
ID 17087853;homeowner;https://www.cian.ru/rent/flat/313605109/;Москва;rent;flat;4;19;1;37.5;60000;0;Солнцево;Производственная ;8к1;Солнцево
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/310658058/;Москва;rent;flat;11;16;2;53.6;60700;0;Ясенево;проезд Карамзина;5;Ясенево
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312517688/;Москва;rent;flat;8;9;2;37.6;60700;0;Лосиноостровский;Изумрудная ;24К2;Бабушкинская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312890932/;Москва;rent;flat;16;16;1;35.3;62000;0;Лефортово;Самокатная ;8;Серп и Молот
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312807289/;Москва;rent;flat;9;11;1;20.6;62000;0;Донской;Духовской переулок;19;Тульская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/314059991/;Москва;rent;flat;15;17;1;35.8;62900;0;; Александры Монаховой;85к3;Потапово
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313879300/;Москва;rent;flat;3;25;1;19.5;62900;0;Бабушкинский;Кольская ;8к2;Свиблово
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313392807/;Москва;rent;flat;2;17;1;35.0;62900;0;; Александры Монаховой;85к3;Потапово
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/314040150/;Москва;rent;flat;8;33;1;26.0;62700;0;Очаково-Матвеевское;Озерная ;44;Озёрная
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313627817/;Москва;rent;flat;14;33;1;20.0;62600;0;Гольяново;Амурская ;2к2;Локомотив
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313490845/;Москва;rent;flat;19;24;1;31.0;62900;0;Текстильщики;1-й Грайвороновский проезд;3Ак2;Текстильщики
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312994760/;Москва;rent;flat;15;23;2;58.5;62900;0;Бирюлево Восточное;Загорьевская ;25;Лебедянская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313289415/;Москва;rent;flat;29;33;1;25.0;62900;0;Головинский;Кронштадтский бульвар;8к2;Водный стадион
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313252854/;Москва;rent;flat;7;12;2;52.3;62900;0;Южное Бутово;2-я Мелитопольская ;21К2;Бутово
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313139914/;Москва;rent;flat;15;15;1;35.0;62900;0;; Саларьевская;9;Саларьево
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/311739263/;Москва;rent;flat;3;17;1;40.7;62900;0;Южное Бутово;Варшавское шоссе;282к1;Щербинка
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312804973/;Москва;rent;flat;7;33;1;26.1;62900;0;Рязанский; Михайлова;30Ак6;Окская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/311104118/;Москва;rent;flat;5;37;1;20.7;62900;0;Гольяново;Амурская ;1Ак1;Черкизовская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313424782/;Москва;rent;flat;9;19;2;46.3;62900;0;Некрасовка; Маресьева;7к2;Некрасовка
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313995602/;Москва;rent;flat;10;17;1;40.0;62900;0;Люблино;Совхозная ;10К1;Люблино
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313419141/;Москва;rent;flat;18;25;1;39.3;62900;0;Люблино;Люблинская ;80к4;Перерва
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313418036/;Москва;rent;flat;3;14;1;35.0;62900;0;; Трехполье;6к1;Саларьево
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/310635523/;Москва;rent;flat;14;25;2;45.1;63000;0;Крюково;проспект Георгиевский;27к1;Зеленоград — Крюково
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/310712111/;Москва;rent;flat;5;14;1;20.8;63000;0;Останкинский;Сельскохозяйственная ;39;Ботанический сад
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312775496/;Москва;rent;flat;11;22;1;47.0;63000;0;; Саларьевская;14к2;Саларьево
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313030273/;Москва;rent;flat;2;24;1;31.9;64900;0;Текстильщики;1-й Грайвороновский проезд;3Ак2;Текстильщики
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/311740016/;Москва;rent;flat;8;9;1;31.9;64900;0;; Александры Монаховой;91к1;Потапово
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/310969613/;Москва;rent;flat;15;15;1;40.0;64900;0;; Саларьевская;16к3;Саларьево
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/311784385/;Москва;rent;flat;4;16;1;33.0;64900;0;; Большое Понизовье;7;Филатов Луг
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313397811/;Москва;rent;flat;12;19;1;33.8;64900;0;Митино;Муравская ;38Бк3;Пятницкое шоссе
СТОЛИЦА Департамент недвижимости;real_estate_agent;https://www.cian.ru/rent/flat/312583291/;Москва;rent;flat;1;19;2;65.0;65000;0;;;9;Рассказовка
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313416987/;Москва;rent;flat;10;16;1;34.7;65000;0;Нижегородский;Нижегородская ;70К3;Калитники
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313733531/;Москва;rent;flat;12;33;1;19.8;65000;0;Очаково-Матвеевское;Очаковское шоссе;5к4;Аминьевская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312939483/;Москва;rent;flat;3;9;2;38.6;65900;0;Нагатинский затон;Судостроительная ;23К2;Коломенская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313458297/;Москва;rent;flat;6;25;1;35.0;65900;0;Люблино;Люблинская ;72Ак2;Депо
ФЕРРУМ ЭСТЕЙТ;real_estate_agent;https://www.cian.ru/rent/flat/313756265/;Москва;rent;flat;2;5;-1;23.0;65000;0;Аэропорт;2-й Амбулаторный проезд;8С3;Красный Балтиец
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/311817952/;Москва;rent;flat;1;16;2;58.2;65000;0;Ховрино;Фестивальная ;73К3;Грачёвская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313293990/;Москва;rent;flat;9;20;2;54.5;65000;0;Митино;Пятницкое шоссе;11;Волоколамская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/310695591/;Москва;rent;flat;5;33;1;19.8;65000;0;Нагатино-Садовники;2-й Нагатинский проезд;2/2к1;Коломенская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313749438/;Москва;rent;flat;23;25;1;20.0;65000;0;Люблино;Люблинская ;72Ак2;Депо
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313689886/;Москва;rent;flat;8;15;1;43.0;65000;0;; Малое Понизовье;10;Филатов Луг
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313424439/;Москва;rent;flat;11;33;1;19.7;65900;0;Очаково-Матвеевское;Очаковское шоссе;5к6;Аминьевская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312803644/;Москва;rent;flat;9;33;1;19.9;65000;0;Очаково-Матвеевское;Очаковское шоссе;5к3;Аминьевская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312198235/;Москва;rent;flat;4;15;1;23.0;65000;0;Останкинский;Олонецкая ;6;Отрадное
ID 74803824;homeowner;https://www.cian.ru/rent/flat/295001558/;Москва;rent;flat;8;10;1;34.0;65000;0;Соколиная гора; 5-я Соколиной Горы;25К5;Соколиная гора
ID 78788087;homeowner;https://www.cian.ru/rent/flat/288977880/;Москва;rent;flat;4;12;2;45.6;65000;0;Царицыно;Каспийская ;2к2;Кантемировская
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/311374682/;Москва;rent;flat;2;5;1;16.1;66300;0;Аэропорт;2-й Амбулаторный проезд;8С3;Красный Балтиец
Marry Lane Group;real_estate_agent;https://www.cian.ru/rent/flat/312756973/;Москва;rent;flat;4;22;1;27.6;67000;0;Раменки; Василия Ланового;1к1;Аминьевская
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313241783/;Москва;rent;flat;12;12;3;65.0;67900;0;Теплый Стан; Академика Варги;6;Генерала Тюленева
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313087177/;Москва;rent;flat;4;24;1;24.0;67900;0;Соколиная гора;Окружной проезд;10Б;Измайлово
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/311701425/;Москва;rent;flat;17;25;1;34.0;67900;0;Люблино;Люблинская ;72Ак2;Депо
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313247045/;Москва;rent;flat;6;25;1;31.6;67900;0;Крюково;проспект Георгиевский;27к2;Зеленоград — Крюково
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313490843/;Москва;rent;flat;18;25;1;19.0;67900;0;Царицыно;Кавказский бульвар;51к2;Кавказский бульвар
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313855784/;Москва;rent;flat;14;14;1;34.0;67900;0;; Трехполье;6к1;Саларьево
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313440527/;Москва;rent;flat;3;9;2;43.8;67900;0;Выхино-Жулебино;Ферганский проезд;10К3;Юго-Восточная
ID 20050;realtor;https://www.cian.ru/rent/flat/313733953/;Москва;rent;flat;28;33;2;32.0;68000;0;Метрогородок;Тагильская ;3к3;Черкизовская
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313751425/;Москва;rent;flat;7;20;1;36.0;68000;0;Отрадное;Нововладыкинский проезд;1к4;Окружная
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313424780/;Москва;rent;flat;5;17;1;36.7;68000;0;Крылатское;Осенний бульвар;20К1;Крылатское
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312097982/;Москва;rent;flat;12;25;1;46.6;68000;0;Солнцево;Боровское шоссе;2к5;Говорово
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313897240/;Москва;rent;flat;5;20;1;19.7;68900;0;Очаково-Матвеевское;Озерная ;44;Озёрная
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313423007/;Москва;rent;flat;8;33;1;25.0;68900;0;Головинский;Кронштадтский бульвар;8к2;Водный стадион
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312869053/;Москва;rent;flat;14;25;2;53.9;68900;0;Крюково;проспект Георгиевский;27к1;Зеленоград — Крюково
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313425424/;Москва;rent;flat;13;33;1;25.5;68900;0;Головинский;Кронштадтский бульвар;8к1;Водный стадион
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313119540/;Москва;rent;flat;5;5;2;44.9;68900;0;Царицыно;Каспийская ;28К3;Царицыно
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313466224/;Москва;rent;flat;10;16;1;35.4;68900;0;; Большое Понизовье;14;Филатов Луг
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313564652/;Москва;rent;flat;9;22;1;28.9;69900;0;Ховрино;Беломорская ;23;Беломорская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/309205157/;Москва;rent;flat;5;9;2;46.9;69900;0;Люблино;проспект 40 лет Октября;22;Депо
СТОЛИЦА Департамент недвижимости;real_estate_agent;https://www.cian.ru/rent/flat/313643457/;Москва;rent;flat;6;12;1;35.0;70000;0;Преображенское;Открытое шоссе;6К11;Бульвар Рокоссовского
Светлана Биличенко;realtor;https://www.cian.ru/rent/flat/298211554/;Москва;rent;flat;3;5;3;65.0;70000;0;Нижегородский;Нижегородская ;80К1;Нижегородская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/308254237/;Москва;rent;flat;13;25;1;31.0;70000;0;Нижегородский;Рязанский проспект;2/2к2;Нижегородская
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/314043974/;Москва;rent;flat;3;12;2;43.0;70000;0;Марфино;Гостиничная ;7;Окружная
AGORA;real_estate_agent;https://www.cian.ru/rent/flat/313447479/;Москва;rent;flat;21;25;1;45.0;70000;0;Митино;Митинская ;28к4;Митино
AGORA;real_estate_agent;https://www.cian.ru/rent/flat/314057825/;Москва;rent;flat;7;9;2;47.0;70000;0;Можайский; Петра Алексеева;5;Рабочий посёлок
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312640544/;Москва;rent;flat;2;17;2;33.4;70000;0;;проспект Куприна;18к2;Потапово
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/314044045/;Москва;rent;flat;12;17;2;40.0;70000;0;Метрогородок;Тагильская ;3к4;Черкизовская
YU HOME;real_estate_agent;https://www.cian.ru/rent/flat/313704310/;Москва;rent;flat;2;9;1;33.0;70000;0;Беговой; Новая Башиловка;8;Динамо
Князев и Партнёры;real_estate_agent;https://www.cian.ru/rent/flat/313942110/;Москва;rent;flat;4;8;1;35.0;70000;0;Мещанский;Грохольский переулок;8/3С1;Проспект Мира
ФЕРРУМ ЭСТЕЙТ;real_estate_agent;https://www.cian.ru/rent/flat/313836800/;Москва;rent;flat;6;9;1;35.0;70000;0;Черемушки;Профсоюзная ;44К5;Новые Черёмушки
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313760173/;Москва;rent;flat;14;33;1;32.3;70000;0;Царицыно;Кавказский бульвар;51к2;Кавказский бульвар
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313237696/;Москва;rent;flat;8;9;1;40.0;70000;0;Кузьминки;Волгоградский проспект;76К1;Кузьминки
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313029666/;Москва;rent;flat;12;17;1;35.3;70000;0;;проспект Куприна;18к1;Потапово
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312015508/;Москва;rent;flat;4;23;1;34.3;70000;0;Проспект Вернадского;проспект Вернадского;54;Проспект Вернадского
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/311701416/;Москва;rent;flat;21;22;2;47.3;70000;0;; Большое Понизовье;1;Филатов Луг
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313046933/;Москва;rent;flat;6;15;2;65.2;70000;0;Южное Медведково;Полярная ;27к4;Медведково
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/rent/flat/313479947/;Москва;rent;flat;15;16;1;38.0;70000;0;Таганский;Таганская ;25;Марксистская
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313679771/;Москва;rent;flat;9;31;1;31.1;70000;0;Ховрино;Беломорская ;23к5;Беломорская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313087952/;Москва;rent;flat;17;17;2;51.1;70000;0;Братеево;Братеевская ;21К2;Борисово
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312890934/;Москва;rent;flat;8;8;2;47.0;70000;0;Раменки;Мосфильмовская ;39К3;Ломоносовский проспект
ID 45725828;realtor;https://www.cian.ru/rent/flat/267591442/;Москва;rent;flat;13;17;2;63.7;70000;0;Северное Измайлово;Щелковское шоссе;26К2;Щёлковская
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313254996/;Москва;rent;flat;11;22;1;34.2;71600;0;; Картмазовские Пруды;2к1;Филатов Луг
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/310349596/;Москва;rent;flat;11;16;2;55.3;71500;0;Люблино;Люблинская ;72Ак2;Депо
СТОЛИЦА Департамент недвижимости;real_estate_agent;https://www.cian.ru/rent/flat/311776275/;Москва;rent;flat;12;25;1;40.0;72000;0;Соколиная гора;проспект Буденного;51к6;Шоссе Энтузиастов
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313777035/;Москва;rent;flat;18;33;1;37.2;72000;0;Рязанский; Михайлова;30Ак2;Окская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312666434/;Москва;rent;flat;1;14;2;33.8;72000;0;Марьина роща;Складочная ;8к2;Дмитровская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312193235/;Москва;rent;flat;10;17;2;48.9;72000;0;; Александры Монаховой;87к2;Потапово
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312945810/;Москва;rent;flat;11;15;1;34.1;73000;0;; Саларьевская;16к3;Саларьево
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313191743/;Москва;rent;flat;17;17;1;31.9;73000;0;Очаково-Матвеевское;проезд Стройкомбината;1;Очаково
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313532667/;Москва;rent;flat;30;33;1;32.0;73000;0;Нижегородский;Перовское шоссе;2к1;Нижегородская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313529646/;Москва;rent;flat;10;33;1;20.0;73000;0;Очаково-Матвеевское;Очаковское шоссе;5к3;Аминьевская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313231365/;Москва;rent;flat;21;33;1;19.9;73000;0;Метрогородок;Открытое шоссе;18Ак1;Бульвар Рокоссовского
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313142413/;Москва;rent;flat;15;20;2;55.2;73000;0;Чертаново Южное;Варшавское шоссе;170Ек9;Лесопарковая
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/311083017/;Москва;rent;flat;21;33;1;42.0;73000;0;Царицыно;Кавказский бульвар;51к2;Кавказский бульвар
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313250529/;Москва;rent;flat;12;16;1;33.1;73000;0;Люблино;Люблинская ;72Ак2;Депо
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313184283/;Москва;rent;flat;32;33;1;40.5;73000;0;Южное Бутово; Поляны;5Ак1;Улица Скобелевская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312046798/;Москва;rent;flat;26;33;1;42.0;73000;0;Очаково-Матвеевское;Очаковское шоссе;5к4;Аминьевская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/309935083/;Москва;rent;flat;17;33;1;35.7;74000;0;Очаково-Матвеевское;Озерная ;44;Озёрная
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313425155/;Москва;rent;flat;11;25;2;50.0;74500;0;; Саларьевская;16к3;Саларьево
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/314066011/;Москва;rent;flat;9;14;1;45.0;75000;0;;проспект Куприна;34к1;Ольховая
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312685890/;Москва;rent;flat;11;25;1;52.6;75000;0;Солнцево; Главмосстроя;10;Говорово
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313421733/;Москва;rent;flat;5;14;1;35.4;75000;0;; Трехполье;6к1;Саларьево
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/308541117/;Москва;rent;flat;9;24;1;31.8;75000;0;Бабушкинский;Кольская ;8С10;Свиблово
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312830194/;Москва;rent;flat;16;33;1;31.8;75000;0;Очаково-Матвеевское;Очаковское шоссе;5к6;Аминьевская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313282448/;Москва;rent;flat;9;33;1;37.4;75000;0;Рязанский; Михайлова;30Ак2;Окская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/311326905/;Москва;rent;flat;21;33;1;32.1;75000;0;Гольяново;Амурская ;2к2;Черкизовская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312535851/;Москва;rent;flat;23;33;1;32.1;75000;0;Очаково-Матвеевское;Очаковское шоссе;5к4;Аминьевская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312342123/;Москва;rent;flat;22;24;1;43.4;75000;0;Нижегородский;Новохохловская ;15к1;Новохохловская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313472917/;Москва;rent;flat;6;33;1;36.8;75000;0;Рязанский; Михайлова;30Ак2;Окская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313437036/;Москва;rent;flat;8;25;2;54.3;75000;0;Люблино;Люблинская ;72Ак2;Депо
ФЕРРУМ ЭСТЕЙТ;real_estate_agent;https://www.cian.ru/rent/flat/313578528/;Москва;rent;flat;14;33;2;35.6;75000;0;Западное Дегунино;Базовская ;15Бк3;Грачёвская
Московский Квартал;real_estate_agent;https://www.cian.ru/rent/flat/313414653/;Москва;rent;flat;8;11;1;22.5;75000;0;Даниловский; Родченко;2;ЗИЛ
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312829467/;Москва;rent;flat;9;19;1;39.4;75000;0;Рязанский; Михайлова;31А;Плющево
Илья Резник;realtor;https://www.cian.ru/rent/flat/313826179/;Москва;rent;flat;2;5;2;45.0;75000;0;Раменки;Мосфильмовская ;31;Ломоносовский проспект
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313354163/;Москва;rent;flat;3;5;2;41.9;76200;0;Басманный; Новая Дорога;17к2;Электрозаводская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/310311439/;Москва;rent;flat;15;18;2;62.8;76000;0;; Александры Монаховой;94к5;Бунинская аллея
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313625463/;Москва;rent;flat;11;17;1;35.5;76000;0;Гольяново;Амурская ;2Ак4;Локомотив
ГОРОБМЕН;real_estate_agent;https://www.cian.ru/rent/flat/313121987/;Москва;rent;flat;12;25;2;48.0;76500;0;Некрасовка; Маресьева;7к2;Некрасовка
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312856505/;Москва;rent;flat;4;9;2;53.0;76700;0;; Александры Монаховой;85к3;Потапово
EMPIRE;real_estate_agent;https://www.cian.ru/rent/flat/313991717/;Москва;rent;flat;10;19;1;37.9;77000;0;Нагатинский затон;Коломенская ;12к1;Нагатинский Затон
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/311570617/;Москва;rent;flat;8;9;3;61.2;78200;0;Коптево;бульвар Матроса Железняка;19;Коптево
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313547023/;Москва;rent;flat;3;14;1;36.0;78200;0;Останкинский;Сельскохозяйственная ;37;Ботанический сад
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312830796/;Москва;rent;flat;3;12;1;42.9;78200;0;Останкинский;Олонецкая ;4;Ботанический сад
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313047648/;Москва;rent;flat;22;25;1;35.2;78200;0;Люблино;Люблинская ;72Ак2;Депо
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313460699/;Москва;rent;flat;8;33;1;36.0;78200;0;Гольяново;Амурская ;2к2;Черкизовская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/311378174/;Москва;rent;flat;3;15;2;46.9;79200;0;; Саларьевская;14к2;Саларьево
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313249210/;Москва;rent;flat;23;25;2;50.5;79000;0;Кунцево;№ 100 кв-л;1к3;Павшино
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/314063102/;Москва;rent;flat;7;20;2;62.0;80200;0;Измайлово;Сиреневый бульвар;4/7;Партизанская
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/313936701/;Москва;rent;flat;7;18;2;62.0;80000;0;Выхино-Жулебино;Пронская ;9К1;Лермонтовский проспект
Славянка - офис Северо-Запад;real_estate_agent;https://www.cian.ru/rent/flat/313348737/;Москва;rent;flat;13;16;1;33.0;80000;0;Хорошевский;Ходынский бульвар;2;ЦСКА
Макспол Парк Культуры;real_estate_agent;https://www.cian.ru/rent/flat/313995028/;Москва;rent;flat;19;26;2;40.0;80000;0;Головинский;Кронштадтский бульвар;6к3;Водный стадион
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313788379/;Москва;rent;flat;20;23;1;35.3;80000;0;Текстильщики;1-й Грайвороновский проезд;13к3;Новохохловская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313998173/;Москва;rent;flat;13;25;2;61.0;80000;0;Крюково;проспект Георгиевский;37к2;Зеленоград — Крюково
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313341773/;Москва;rent;flat;16;29;1;35.4;80000;0;Головинский;Головинское шоссе;7;Водный стадион
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312771237/;Москва;rent;flat;22;33;1;32.0;80000;0;Гольяново;Амурская ;2к2;Черкизовская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/308489278/;Москва;rent;flat;2;33;1;39.6;80200;0;Царицыно;Кавказский бульвар;51к2;Кавказский бульвар
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313921768/;Москва;rent;flat;19;33;1;42.2;80000;0;Нагатино-Садовники;2-й Нагатинский проезд;2/2к2;Кленовый бульвар
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/310658063/;Москва;rent;flat;8;24;2;56.2;80000;0;; Саларьевская;13к2;Саларьево
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/311061351/;Москва;rent;flat;4;18;3;85.5;79900;0;Крюково;проспект Георгиевский;33Ак1;Зеленоград — Крюково
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312505708/;Москва;rent;flat;9;14;2;75.4;80000;0;; Татьянин Парк;15к2;Говорово
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313458296/;Москва;rent;flat;12;28;1;41.9;79900;0;Западное Дегунино;Ильменский проезд;17к2;Селигерская
